,Low,High,Open,Close,Volume
2017-03-23 00:00:00+00:00,40.36,43.95,41.33,42.98,43902.701661729814
2017-03-24 00:00:00+00:00,42.5,53.44,42.92,52.93,119787.448276431
2017-03-25 00:00:00+00:00,47.54,53.08,52.93,50.6,86436.17559432017
2017-03-26 00:00:00+00:00,48.53,51.5,50.61,50.68,45424.52303067991
2017-03-27 00:00:00+00:00,48.28,51.71,50.74,48.97,54291.89141807986
2017-03-28 00:00:00+00:00,48.51,50.44,48.97,50.3,55022.22482185994
2017-03-29 00:00:00+00:00,50.19,53.97,50.29,53.11,85216.73628206966
2017-03-30 00:00:00+00:00,51.58,53.25,53.11,51.87,44088.25808799982
2017-03-31 00:00:00+00:00,46.99,51.98,51.87,50.18,86959.38456479997
2017-04-01 00:00:00+00:00,48.9,51.85,50.17,50.71,30736.90677875965
2017-04-02 00:00:00+00:00,48.25,51.18,50.72,48.74,39038.54729663941
2017-04-03 00:00:00+00:00,42.76,48.83,48.74,44.26,98812.26497650254
2017-04-04 00:00:00+00:00,41.5,46.24,44.33,44.47,81064.24699799082
2017-04-05 00:00:00+00:00,44.26,47.58,44.45,44.94,43573.750658360026
2017-04-06 00:00:00+00:00,41.12,45.97,44.97,43.3,49206.45996928107
2017-04-07 00:00:00+00:00,41.68,44.64,43.31,42.32,32612.325219050108
2017-04-08 00:00:00+00:00,42.32,45.5,42.32,44.46,24575.36304698021
2017-04-09 00:00:00+00:00,42.9,44.74,44.5,43.94,15751.78751223001
2017-04-10 00:00:00+00:00,42.79,44.64,43.92,43.92,15084.36621021022
2017-04-11 00:00:00+00:00,43.6,44.5,43.92,43.84,11947.593832550067
2017-04-12 00:00:00+00:00,43.58,47.88,43.84,46.48,33990.22269061002
2017-04-13 00:00:00+00:00,46.38,51.06,46.48,49.95,39648.16408786025
2017-04-14 00:00:00+00:00,46.52,49.99,49.86,47.17,19995.03264431013
2017-04-15 00:00:00+00:00,46.83,74.98,47.19,48.94,10953.236834150024
2017-04-16 00:00:00+00:00,47.74,49.25,48.93,48.13,8437.019115730009
2017-04-17 00:00:00+00:00,47.5,48.29,48.19,47.94,13031.779164310077
2017-04-18 00:00:00+00:00,47.7,49.92,47.94,49.81,26212.056871609915
2017-04-19 00:00:00+00:00,47.25,50.31,49.85,47.78,23559.254935339985
2017-04-20 00:00:00+00:00,47.61,49.5,47.71,49.39,18417.108490610033
2017-04-21 00:00:00+00:00,48.33,49.48,49.39,48.41,14756.700655990066
2017-04-22 00:00:00+00:00,48.24,49.07,48.38,48.61,12936.065570890038
2017-04-23 00:00:00+00:00,48.27,49.0,48.58,48.95,13695.930548770073
2017-04-24 00:00:00+00:00,48.95,50.44,48.95,50.16,26217.405266019992
2017-04-25 00:00:00+00:00,50.01,50.75,50.11,50.28,16016.268924930078
2017-04-26 00:00:00+00:00,50.27,54.7,50.28,53.42,49412.16542370013
2017-04-27 00:00:00+00:00,52.69,63.87,53.4,63.65,70929.17006878006
2017-04-28 00:00:00+00:00,62.68,74.88,63.65,73.4,105966.33551455963
2017-04-29 00:00:00+00:00,68.41,74.88,73.17,70.38,60761.6839336499
2017-04-30 00:00:00+00:00,70.08,81.79,70.37,80.62,58596.81985004026
2017-05-01 00:00:00+00:00,72.62,85.04,80.72,79.22,86779.0844763502
2017-05-02 00:00:00+00:00,75.68,83.01,79.05,77.55,41421.18588664967
2017-05-03 00:00:00+00:00,75.93,81.4,77.55,81.29,45704.058665360164
2017-05-04 00:00:00+00:00,80.63,96.66,81.19,95.97,79905.98395100025
2017-05-05 00:00:00+00:00,89.01,98.98,95.98,91.93,46376.98147387999
2017-05-06 00:00:00+00:00,91.94,96.3,91.94,95.75,21705.161840739984
2017-05-07 00:00:00+00:00,90.0,97.89,95.74,93.82,23146.66531497
2017-05-08 00:00:00+00:00,85.26,94.6,93.83,89.25,29152.20578255999
2017-05-09 00:00:00+00:00,76.01,90.04,89.25,86.79,33850.728108109884
2017-05-10 00:00:00+00:00,86.16,91.71,86.77,88.36,22895.35119571001
2017-05-11 00:00:00+00:00,87.05,90.91,88.36,88.3,19791.61029051003
2017-05-12 00:00:00+00:00,82.27,90.28,88.3,85.2,25115.853706160055
2017-05-13 00:00:00+00:00,82.14,88.53,85.19,88.42,14548.002202940104
2017-05-14 00:00:00+00:00,87.72,89.94,88.38,89.4,8361.037941280054
2017-05-15 00:00:00+00:00,89.38,94.68,89.42,90.99,28921.877800449787
2017-05-16 00:00:00+00:00,87.27,92.29,91.0,87.97,26101.859773130054
2017-05-17 00:00:00+00:00,82.5,89.66,87.97,86.88,41659.14387686028
2017-05-18 00:00:00+00:00,86.78,96.18,86.88,96.18,46603.342220599734
2017-05-19 00:00:00+00:00,96.19,129.81,96.2,124.94,104737.6146311894
2017-05-20 00:00:00+00:00,121.01,129.18,125.04,123.63,30943.164050139905
2017-05-21 00:00:00+00:00,122.0,148.87,123.56,148.8,52434.99674717991
2017-05-22 00:00:00+00:00,132.89,183.49,148.86,160.27,106421.04287119952
2017-05-23 00:00:00+00:00,156.04,177.87,160.38,169.76,44922.08618274017
2017-05-24 00:00:00+00:00,168.38,201.84,169.9,196.06,80281.68966716925
2017-05-25 00:00:00+00:00,162.53,217.72,196.05,181.5,72867.83777700042
2017-05-26 00:00:00+00:00,142.63,199.99,181.4,163.78,52373.160548530745
2017-05-27 00:00:00+00:00,117.79,171.67,163.78,159.89,54053.10862387961
2017-05-28 00:00:00+00:00,159.59,185.0,159.71,175.48,44630.3442400497
2017-05-29 00:00:00+00:00,167.08,199.0,175.48,194.85,48663.47607976972
2017-05-30 00:00:00+00:00,185.08,232.94,194.89,228.69,92550.98881387108
2017-05-31 00:00:00+00:00,215.46,234.76,228.67,229.14,67337.93813514017
2017-06-01 00:00:00+00:00,206.86,238.02,229.15,221.74,57386.45748935019
2017-06-02 00:00:00+00:00,216.59,229.6,221.84,221.96,33172.58832224972
2017-06-03 00:00:00+00:00,218.62,227.0,221.95,224.95,21678.57233419995
2017-06-04 00:00:00+00:00,224.05,249.04,224.95,245.5,66100.5103819801
2017-06-05 00:00:00+00:00,241.23,248.97,245.48,247.98,39201.872118549996
2017-06-06 00:00:00+00:00,247.0,269.33,247.99,264.52,81084.20582291005
2017-06-07 00:00:00+00:00,245.02,265.63,264.5,255.62,51892.62001407996
2017-06-08 00:00:00+00:00,250.58,261.0,255.61,258.64,46531.50560015961
2017-06-09 00:00:00+00:00,258.64,279.39,258.64,279.38,78146.38611935987
2017-06-10 00:00:00+00:00,278.95,358.0,279.39,340.13,113030.70635413939
2017-06-11 00:00:00+00:00,317.05,354.39,340.13,343.01,56143.65110374978
2017-06-12 00:00:00+00:00,308.05,420.0,343.29,397.37,97808.43152261848
2017-06-13 00:00:00+00:00,360.08,400.0,397.36,387.99,64988.63043452956
2017-06-14 00:00:00+00:00,315.03,394.47,388.0,341.7,77107.65052782919
2017-06-15 00:00:00+00:00,253.51,354.98,341.7,343.7,137136.8260240476
2017-06-16 00:00:00+00:00,314.01,362.26,343.71,354.26,66309.56743907047
2017-06-17 00:00:00+00:00,341.92,369.0,354.26,368.98,44324.889691549564
2017-06-18 00:00:00+00:00,340.3,381.47,368.99,351.85,39329.5519614199
2017-06-19 00:00:00+00:00,346.99,362.45,351.84,358.71,24969.91063989972
2017-06-20 00:00:00+00:00,325.01,365.77,358.71,350.94,48924.977686740116
2017-06-21 00:00:00+00:00,73.99,352.0,350.94,325.45,50880.06039490988
2017-06-22 00:00:00+00:00,305.28,335.0,327.36,320.02,31202.873709079686
2017-06-23 00:00:00+00:00,317.61,332.82,320.02,326.92,22609.91250190981
2017-06-24 00:00:00+00:00,296.63,330.65,326.98,304.5,27099.135917259624
2017-06-25 00:00:00+00:00,251.32,310.0,304.5,278.49,48985.45452181989
2017-06-26 00:00:00+00:00,207.0,293.0,278.49,252.49,110828.74932309186
2017-06-27 00:00:00+00:00,211.0,288.31,252.97,287.24,101787.37725270721
2017-06-28 00:00:00+00:00,260.11,323.68,287.27,315.32,93357.10113447803
2017-06-29 00:00:00+00:00,286.25,322.9,315.32,292.95,55344.31310918968
2017-06-30 00:00:00+00:00,270.52,306.5,292.95,279.96,60317.411331790354
2017-07-01 00:00:00+00:00,253.26,281.98,280.03,263.12,49692.68557122993
2017-07-02 00:00:00+00:00,255.76,293.73,263.12,285.0,47658.17196589026
2017-07-03 00:00:00+00:00,273.07,285.0,285.0,276.37,38405.581989239705
2017-07-04 00:00:00+00:00,266.0,282.83,276.37,269.15,35977.52873158979
2017-07-05 00:00:00+00:00,253.22,274.94,269.18,266.27,51434.563078909974
2017-07-06 00:00:00+00:00,261.93,275.0,266.27,266.01,30837.556955169744
2017-07-07 00:00:00+00:00,235.29,266.96,266.01,241.2,43886.44560286973
2017-07-08 00:00:00+00:00,231.54,249.34,241.27,246.67,37344.54092499969
2017-07-09 00:00:00+00:00,236.03,252.85,246.65,237.92,23906.582455089876
2017-07-10 00:00:00+00:00,185.52,240.21,238.4,202.86,73648.31777257021
2017-07-11 00:00:00+00:00,175.58,216.45,201.65,190.56,104640.7099653184
2017-07-12 00:00:00+00:00,181.24,228.84,190.57,224.06,96431.79046078915
2017-07-13 00:00:00+00:00,193.13,227.0,224.01,205.0,64801.80880295979
2017-07-14 00:00:00+00:00,183.12,206.84,205.0,197.23,60382.72951100919
2017-07-15 00:00:00+00:00,167.73,198.96,197.23,167.73,72760.39666345963
2017-07-16 00:00:00+00:00,130.29,172.06,168.22,155.53,132275.90241682867
2017-07-17 00:00:00+00:00,153.77,191.49,155.69,190.87,150720.91639286972
2017-07-18 00:00:00+00:00,176.52,249.0,190.87,227.01,178059.81650346852
2017-07-19 00:00:00+00:00,186.29,243.89,227.01,194.73,158842.51447585862
2017-07-20 00:00:00+00:00,194.74,236.95,194.74,226.06,144583.68811755857
2017-07-21 00:00:00+00:00,208.51,238.0,226.23,216.6,84594.78402948985
2017-07-22 00:00:00+00:00,215.38,237.65,216.58,230.69,55530.444343190036
2017-07-23 00:00:00+00:00,221.38,234.35,230.69,228.31,36259.24884765968
2017-07-24 00:00:00+00:00,224.15,229.99,228.27,225.87,26494.552752039934
2017-07-25 00:00:00+00:00,193.0,226.49,225.97,203.78,92400.06405945706
2017-07-26 00:00:00+00:00,193.4,209.55,203.78,203.23,59424.26508664044
2017-07-27 00:00:00+00:00,198.85,205.0,203.23,202.94,46007.72712009982
2017-07-28 00:00:00+00:00,189.5,203.95,202.95,191.01,57551.02880599021
2017-07-29 00:00:00+00:00,178.05,209.76,190.99,205.67,67982.91267548046
2017-07-30 00:00:00+00:00,193.26,209.62,205.89,196.95,33476.85582805963
2017-07-31 00:00:00+00:00,190.79,201.87,196.95,200.83,40887.26092771023
2017-08-01 00:00:00+00:00,200.82,232.33,200.83,225.73,114520.35737132111
2017-08-02 00:00:00+00:00,215.39,228.8,225.73,217.92,46068.62345879964
2017-08-03 00:00:00+00:00,217.72,227.53,217.92,224.0,44218.28223829926
2017-08-04 00:00:00+00:00,219.52,226.8,224.0,220.72,29979.53899440002
2017-08-05 00:00:00+00:00,219.55,258.98,220.72,251.86,81194.51517777068
2017-08-06 00:00:00+00:00,251.0,272.41,251.86,263.96,68279.19965922895
2017-08-07 00:00:00+00:00,257.11,274.81,263.97,269.9,52072.028131390776
2017-08-08 00:00:00+00:00,267.0,299.43,269.89,295.89,82213.45215374183
2017-08-09 00:00:00+00:00,276.62,314.69,295.95,295.26,110798.36593672112
2017-08-10 00:00:00+00:00,288.46,309.8,295.26,300.52,49499.279235640926
2017-08-11 00:00:00+00:00,295.8,310.0,300.51,309.65,47845.048004580894
2017-08-12 00:00:00+00:00,304.0,319.68,309.65,308.35,49077.43774809031
2017-08-13 00:00:00+00:00,287.37,309.91,308.35,296.66,51365.49880365109
