,Low,High,Open,Close,Volume
2017-04-21 00:00:00+00:00,10.85,12.43,10.99,12.11,126402.54612607976
2017-04-22 00:00:00+00:00,12.03,15.99,12.11,14.35,147824.8699157999
2017-04-23 00:00:00+00:00,14.21,16.0,14.35,15.38,141374.29971210007
2017-04-24 00:00:00+00:00,14.37,15.4,15.38,15.07,81897.07629013984
2017-04-25 00:00:00+00:00,14.52,15.73,15.07,15.53,96529.44566435984
2017-04-26 00:00:00+00:00,14.72,16.16,15.53,15.07,114878.5686719602
2017-04-27 00:00:00+00:00,13.48,15.39,15.07,14.98,118004.30926200002
2017-04-28 00:00:00+00:00,14.5,15.11,14.99,14.74,82790.27341058015
2017-04-29 00:00:00+00:00,14.73,16.39,14.73,16.35,88079.0166699499
2017-04-30 00:00:00+00:00,15.82,16.72,16.35,16.2,93025.0760608698
2017-05-01 00:00:00+00:00,15.55,17.12,16.2,16.43,98803.19890192969
2017-05-02 00:00:00+00:00,15.58,16.57,16.43,16.24,46294.27336290989
2017-05-03 00:00:00+00:00,16.01,36.0,16.23,21.95,274919.3177794082
2017-05-04 00:00:00+00:00,21.8,29.75,21.94,24.19,274081.324541692
2017-05-05 00:00:00+00:00,24.03,28.65,24.2,26.31,152415.15758514934
2017-05-06 00:00:00+00:00,26.31,28.85,26.31,28.43,122598.13124153968
2017-05-07 00:00:00+00:00,28.43,32.24,28.43,30.62,152862.1668908721
2017-05-08 00:00:00+00:00,28.07,30.62,30.61,28.9,96027.68083557018
2017-05-09 00:00:00+00:00,23.33,34.0,28.88,33.25,164439.81996690072
2017-05-10 00:00:00+00:00,30.41,38.72,33.27,32.82,187055.92001025114
2017-05-11 00:00:00+00:00,28.46,33.26,32.85,30.69,117960.94290192911
2017-05-12 00:00:00+00:00,25.09,31.58,30.69,27.11,99781.30354101025
2017-05-13 00:00:00+00:00,25.13,29.19,27.15,29.09,66015.6125937801
2017-05-14 00:00:00+00:00,27.75,30.6,29.11,28.9,60504.7362392
2017-05-15 00:00:00+00:00,25.3,29.01,28.9,25.58,70617.94026849017
2017-05-16 00:00:00+00:00,21.1,25.67,25.57,23.6,109203.85436906893
2017-05-17 00:00:00+00:00,20.38,26.38,23.61,25.3,195346.34438556255
2017-05-18 00:00:00+00:00,24.71,29.3,25.3,28.54,136032.40936019906
2017-05-19 00:00:00+00:00,26.5,28.56,28.54,27.55,114261.37368576988
2017-05-20 00:00:00+00:00,26.85,27.89,27.54,27.34,51057.967668979756
2017-05-21 00:00:00+00:00,25.5,28.68,27.34,25.95,86479.41468494976
2017-05-22 00:00:00+00:00,22.5,26.87,25.95,24.71,104934.79651009936
2017-05-23 00:00:00+00:00,24.53,31.76,24.71,31.06,123847.80806675168
2017-05-24 00:00:00+00:00,30.35,35.87,31.05,34.28,127966.69881988468
2017-05-25 00:00:00+00:00,25.77,35.47,34.28,29.58,113919.067105298
2017-05-26 00:00:00+00:00,24.33,31.98,29.64,25.93,134762.0392183985
2017-05-27 00:00:00+00:00,19.14,26.95,25.95,23.46,118464.68680173937
2017-05-28 00:00:00+00:00,23.08,26.83,23.48,24.75,89937.69115060051
